Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
422,Hayden Wesneski,25,CHC,89.1,34,11,2,3,6,1,0,5,6,0.455,0,5,0,0,3,27%,46.6,70,14,16,7,0,6,5.4,3.2,4.5,73,7,4,0,0,94,wesneha01
423,Zack Wheeler,33,PHI,192,32,32,13,6,13,2,2,19,13,0.594,4,6,0,0,21,66%,56.8,87,19,9,4,0,21,5.5,5,6,99,1,15,16,0,111,wheelza01
424,Brendan White,24,DET,40.2,33,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,46.5,52,41,8,1,2,0,2.8,0,1,28,2,0,0,0,30,whitebr01
425,Garrett Whitlock,27,BOS,71.2,22,10,4,3,3,1,0,6,4,0.6,0,3,0,0,3,30%,47.7,70,25,9,1,0,7,3.8,2.6,5.2,83,1,9,0,0,99,whitlga01
426,Jordan Wicks*,23,CHC,34.2,7,7,4,1,2,2,0,6,1,0.857,1,1,0,0,3,43%,49.9,67,19,3,0,0,5,6.6,7.2,5,83,1,6,0,0,97,wicksjo01
427,Gavin Williams,23,CLE,82,16,16,3,5,8,2,0,8,8,0.5,1,1,0,0,4,25%,54.5,86,26,5,1,0,11,4.2,3.7,5.1,87,1,15,0,0,97,williga01
428,Trevor Williams,31,WSN,144.1,30,30,6,10,14,4,2,14,16,0.467,2,9,0,0,5,17%,43.8,69,7,20,8,0,18,4.6,3.6,4.8,87,5,20,5,0,110,willitr01
429,Brandon Williamson*,25,CIN,117,23,23,5,5,13,2,1,13,10,0.565,2,4,0,0,7,30%,49.6,73,30,17,8,0,12,5,5.1,5.1,84,8,13,2,0,105,willibr02
430,Allan Winans,27,ATL,32.1,6,6,1,2,3,0,0,2,4,0.333,1,1,0,0,2,33%,47.8,76,20,5,2,0,5,7,7.3,5.4,89,1,4,1,0,111,winanal01
431,Josh Winckowski,25,BOS,84.1,60,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,54,54,54,15,1,1,0,6,9,1,21,1,0,0,0,21,winckjo01
432,Keaton Winn,25,SFG,42.1,9,5,1,3,1,0,1,1,4,0.2,0,0,0,0,2,40%,48.4,60,37,2,2,0,3,2.9,4,5.1,73,4,1,0,0,80,winnke01
433,Jackson Wolf*,24,SDP,5,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0%,43,43,43,0,0,0,1,14,18,5,75,1,0,0,0,75,wolfja01
434,Bryan Woo,23,SEA,87.2,18,18,4,5,9,3,0,10,8,0.556,1,3,0,0,4,22%,52.2,70,19,7,1,0,13,5.4,6.3,4.9,80,5,13,0,0,93,woobr01
435,Alex Wood*,32,SFG,97.2,29,12,2,4,6,2,0,7,5,0.583,0,0,0,0,0,0%,43.8,65,24,22,7,1,5,7,8.1,3.9,71,10,2,0,0,94,woodal02
436,Jake Woodford,26,STL,47.2,15,8,1,3,4,1,0,3,5,0.375,0,3,0,0,0,0%,39.6,56,14,8,1,1,4,4.5,3.7,4.2,82,2,6,0,0,95,woodfja01
437,Brandon Woodruff,30,MIL,67,11,11,5,1,5,1,0,7,4,0.636,0,4,1,1,7,64%,64.2,81,43,3,1,0,10,4.9,4.4,6.1,95,0,8,3,0,107,woodrbr01
438,Kyle Wright,27,ATL,31,9,7,0,3,4,0,0,3,4,0.429,1,1,0,0,0,0%,40.4,60,24,8,3,0,5,5.7,5.6,3.7,72,5,2,0,0,95,wrighky01
439,Ryan Yarbrough*,31,TOT,89.2,25,9,4,4,1,1,0,5,4,0.556,0,0,0,0,3,33%,47.5,64,5,12,5,0,5,4.2,4.9,5.1,79,6,3,0,0,99,yarbrry01
440,Ryan Yarbrough*,31,KCR,51,14,7,4,3,0,1,0,4,3,0.571,0,0,0,0,3,43%,53.4,64,33,10,5,0,4,3.7,4.3,5.4,80,4,3,0,0,99,yarbrry01
441,Ryan Yarbrough*,31,LAD,38.2,11,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,27,49,5,2,0,0,1,6,7.9,4,75,2,0,0,0,78,yarbrry01
442,Rob Zastryzny*,31,PIT,20.2,21,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,46,46,46,16,7,0,1,3.6,0,1,25,1,0,0,0,25,zastrro01
443,Angel Zerpa*,23,KCR,42.2,15,3,0,2,1,0,0,0,3,0,0,1,0,0,0,0%,44,52,32,1,0,1,1,3,2.3,4.2,77,1,2,0,0,84,zerpaan01
